electricity_kwh,renewable_pct,gas_m3,car_km,public_transport_km,short_haul_flights,long_haul_flights,vehicle_factor,diet_value,food_waste_mult,shopping_value,clothing_items,streaming_hours,carbon_footprint
873.0,11.0,178.0,943.0,128.0,2.0,3.0,0.0,1.7,1.15,1.1,38.0,12.0,12.94
432.0,34.0,199.0,1844.0,296.0,1.0,0.0,0.1,1.7,0.9,1.1,3.0,8.0,10.48
950.0,77.0,80.0,2503.0,3.0,4.0,3.0,0.0,1.5,1.15,0.3,13.0,10.0,7.33
980.0,26.0,185.0,2308.0,140.0,2.0,3.0,0.171,3.3,1.15,0.72,14.0,12.0,18.58
276.0,34.0,193.0,794.0,5.0,3.0,4.0,0.1,1.9,1.15,0.72,47.0,10.0,12.32
608.0,77.0,116.0,2214.0,835.0,5.0,1.0,0.05,2.5,0.9,1.1,34.0,4.0,10.3
995.0,89.0,7.0,624.0,898.0,3.0,3.0,0.05,3.3,1.15,0.3,8.0,5.0,8.32
338.0,75.0,31.0,709.0,189.0,1.0,0.0,0.05,1.9,1.0,0.72,29.0,9.0,5.06
862.0,53.0,129.0,2071.0,134.0,6.0,0.0,0.192,1.9,1.0,0.72,14.0,12.0,13.1
71.0,24.0,199.0,261.0,755.0,6.0,0.0,0.192,1.9,1.0,0.3,12.0,2.0,8.67
185.0,40.0,93.0,868.0,192.0,5.0,1.0,0.05,3.3,1.0,1.5,38.0,3.0,9.9
601.0,27.0,23.0,827.0,135.0,0.0,4.0,0.05,1.9,1.0,1.5,13.0,5.0,9.05
847.0,63.0,80.0,105.0,85.0,1.0,3.0,0.05,2.5,1.0,1.5,9.0,2.0,9.15
393.0,92.0,123.0,744.0,849.0,0.0,1.0,0.171,1.9,0.9,1.5,52.0,7.0,9.72
306.0,9.0,124.0,2280.0,603.0,0.0,0.0,0.1,2.5,0.9,1.5,6.0,9.0,10.84
976.0,44.0,11.0,562.0,527.0,6.0,3.0,0.171,1.5,1.15,0.3,45.0,8.0,9.89
288.0,42.0,23.0,715.0,308.0,3.0,3.0,0.171,1.9,1.0,1.1,52.0,5.0,9.26
832.0,79.0,193.0,2395.0,246.0,5.0,3.0,0.171,1.7,1.15,0.72,31.0,10.0,15.6
188.0,34.0,159.0,2882.0,7.0,5.0,4.0,0.1,3.3,0.9,1.5,23.0,4.0,15.19
355.0,64.0,132.0,213.0,987.0,1.0,0.0,0.1,1.9,1.0,1.1,53.0,1.0,8.38
284.0,52.0,158.0,1148.0,610.0,6.0,2.0,0.192,3.3,1.15,0.72,15.0,10.0,13.88
207.0,34.0,47.0,882.0,659.0,6.0,4.0,0.192,3.3,0.9,0.72,13.0,11.0,11.54
712.0,32.0,113.0,1487.0,474.0,0.0,2.0,0.192,1.7,1.15,1.5,45.0,0.0,13.57
842.0,40.0,83.0,2602.0,50.0,2.0,3.0,0.171,1.9,0.9,1.1,52.0,2.0,15.09
746.0,74.0,178.0,647.0,548.0,3.0,2.0,0.05,2.5,1.15,0.3,48.0,2.0,10.91
408.0,2.0,68.0,1328.0,710.0,0.0,3.0,0.171,1.7,1.15,1.5,32.0,1.0,12.21
476.0,12.0,90.0,1921.0,310.0,1.0,0.0,0.0,3.3,1.15,1.5,3.0,4.0,9.33
972.0,58.0,25.0,789.0,973.0,1.0,4.0,0.0,2.5,1.15,1.5,20.0,10.0,10.54
169.0,29.0,42.0,270.0,187.0,0.0,1.0,0.0,1.5,0.9,1.5,5.0,0.0,5.02
30.0,13.0,106.0,2205.0,580.0,0.0,3.0,0.171,1.5,1.0,0.72,53.0,3.0,12.29
639.0,44.0,104.0,2138.0,414.0,3.0,3.0,0.171,1.7,0.9,0.72,4.0,2.0,12.85
421.0,80.0,157.0,1266.0,153.0,5.0,1.0,0.05,2.5,1.15,1.1,20.0,12.0,10.23
686.0,65.0,172.0,233.0,882.0,5.0,1.0,0.171,1.7,1.15,0.3,27.0,8.0,9.83
651.0,91.0,22.0,2955.0,569.0,1.0,1.0,0.05,1.7,1.0,0.72,37.0,5.0,6.93
610.0,15.0,125.0,405.0,327.0,4.0,3.0,0.171,2.5,1.0,1.1,37.0,0.0,12.43
752.0,45.0,10.0,1305.0,86.0,6.0,1.0,0.1,1.7,1.0,1.5,45.0,10.0,9.37
237.0,85.0,166.0,1637.0,37.0,5.0,4.0,0.1,1.9,1.0,0.72,5.0,8.0,11.37
722.0,93.0,186.0,2877.0,529.0,4.0,3.0,0.1,3.3,1.15,0.3,4.0,5.0,14.35
516.0,67.0,96.0,2765.0,335.0,3.0,2.0,0.1,1.9,1.15,1.5,31.0,5.0,12.21
589.0,18.0,85.0,432.0,95.0,4.0,0.0,0.05,2.5,1.0,0.72,46.0,7.0,8.88
734.0,71.0,6.0,1710.0,976.0,1.0,0.0,0.05,3.3,1.15,0.3,24.0,8.0,7.74
195.0,32.0,79.0,924.0,412.0,2.0,3.0,0.192,1.5,0.9,0.3,55.0,12.0,9.63
500.0,15.0,151.0,2550.0,360.0,6.0,4.0,0.1,1.7,1.15,0.72,21.0,3.0,14.49
682.0,26.0,128.0,2253.0,994.0,0.0,4.0,0.1,1.5,1.0,0.72,38.0,9.0,13.68
860.0,40.0,187.0,611.0,379.0,3.0,3.0,0.05,3.3,0.9,0.72,57.0,5.0,13.62
241.0,99.0,90.0,2758.0,907.0,4.0,3.0,0.171,3.3,0.9,0.3,19.0,8.0,14.37
547.0,8.0,112.0,1517.0,576.0,4.0,2.0,0.0,1.9,1.15,1.1,49.0,4.0,10.88
424.0,33.0,106.0,1290.0,188.0,3.0,4.0,0.0,3.3,1.0,0.3,13.0,1.0,10.12
760.0,99.0,111.0,63.0,977.0,2.0,0.0,0.0,1.5,0.9,1.1,54.0,3.0,6.87
687.0,6.0,2.0,2770.0,582.0,5.0,0.0,0.0,1.5,1.15,0.3,9.0,6.0,6.31
607.0,23.0,89.0,1328.0,383.0,0.0,2.0,0.192,3.3,1.0,1.5,7.0,0.0,13.19
548.0,18.0,119.0,1011.0,550.0,4.0,0.0,0.171,3.3,0.9,1.5,40.0,1.0,12.6
725.0,19.0,120.0,2860.0,872.0,3.0,2.0,0.171,1.7,1.15,0.72,47.0,4.0,16.71
741.0,22.0,147.0,314.0,352.0,3.0,3.0,0.0,1.7,0.9,0.72,26.0,7.0,10.71
644.0,25.0,122.0,2330.0,522.0,5.0,1.0,0.192,2.5,0.9,0.3,52.0,6.0,15.24
621.0,60.0,139.0,534.0,42.0,6.0,1.0,0.05,1.9,1.0,0.3,25.0,1.0,8.29
176.0,14.0,165.0,2777.0,436.0,1.0,3.0,0.1,3.3,1.0,0.3,18.0,12.0,13.65
518.0,96.0,102.0,2620.0,763.0,5.0,4.0,0.0,1.5,1.15,0.3,59.0,2.0,9.08
550.0,79.0,15.0,2550.0,60.0,4.0,4.0,0.0,2.5,1.0,0.72,38.0,7.0,7.94
502.0,15.0,133.0,2127.0,75.0,4.0,3.0,0.192,1.5,1.15,1.1,28.0,9.0,15.27
510.0,55.0,62.0,2909.0,130.0,5.0,0.0,0.171,1.7,1.15,0.3,22.0,2.0,11.71
728.0,46.0,119.0,1563.0,734.0,0.0,1.0,0.171,3.3,1.15,1.1,23.0,2.0,13.75
852.0,79.0,48.0,1856.0,477.0,6.0,0.0,0.1,1.7,0.9,1.1,39.0,12.0,8.85
542.0,15.0,90.0,2013.0,674.0,6.0,1.0,0.0,1.7,0.9,0.72,28.0,9.0,8.72
754.0,14.0,57.0,1005.0,25.0,5.0,3.0,0.1,1.9,0.9,1.5,2.0,5.0,10.95
801.0,96.0,50.0,569.0,116.0,2.0,4.0,0.192,2.5,1.0,0.72,8.0,3.0,8.64
152.0,18.0,138.0,142.0,542.0,2.0,2.0,0.0,1.5,0.9,0.72,42.0,5.0,8.14
542.0,52.0,54.0,1277.0,32.0,4.0,3.0,0.05,1.7,1.0,0.72,39.0,9.0,8.7
108.0,41.0,2.0,745.0,336.0,3.0,1.0,0.1,1.7,1.15,1.5,0.0,4.0,6.07
847.0,53.0,41.0,434.0,21.0,4.0,2.0,0.1,2.5,1.0,1.5,25.0,9.0,9.48
100.0,9.0,157.0,2828.0,324.0,0.0,4.0,0.171,2.5,0.9,1.5,55.0,3.0,16.79
770.0,79.0,100.0,808.0,930.0,6.0,4.0,0.192,2.5,0.9,0.72,27.0,12.0,12.29
547.0,54.0,29.0,1009.0,91.0,6.0,0.0,0.192,1.5,0.9,0.72,6.0,10.0,7.3
512.0,32.0,0.0,454.0,979.0,2.0,2.0,0.1,1.5,0.9,0.3,3.0,9.0,6.22
946.0,99.0,53.0,1512.0,45.0,0.0,2.0,0.192,1.9,0.9,1.5,44.0,6.0,9.99
987.0,98.0,195.0,2643.0,505.0,5.0,4.0,0.05,1.5,1.0,0.3,17.0,5.0,11.23
856.0,87.0,78.0,1592.0,912.0,6.0,1.0,0.05,1.5,1.15,0.72,12.0,0.0,7.86
403.0,39.0,113.0,2143.0,680.0,3.0,0.0,0.05,1.9,1.15,0.72,16.0,6.0,8.85
355.0,40.0,70.0,2150.0,460.0,3.0,3.0,0.05,1.7,0.9,1.5,3.0,7.0,9.4
266.0,21.0,8.0,1288.0,342.0,5.0,0.0,0.171,1.9,1.0,1.1,7.0,12.0,8.1
238.0,68.0,150.0,392.0,296.0,5.0,4.0,0.05,3.3,0.9,1.1,9.0,9.0,11.26
416.0,72.0,137.0,1466.0,341.0,3.0,0.0,0.171,1.5,1.0,1.5,32.0,10.0,10.7
178.0,45.0,123.0,42.0,73.0,6.0,3.0,0.05,1.7,0.9,0.3,57.0,1.0,8.55
760.0,24.0,67.0,2474.0,32.0,2.0,1.0,0.05,1.7,0.9,1.5,23.0,5.0,9.71
385.0,99.0,68.0,984.0,327.0,0.0,3.0,0.05,1.5,0.9,0.3,17.0,9.0,6.16
600.0,100.0,70.0,134.0,504.0,5.0,2.0,0.171,3.3,0.9,0.3,47.0,0.0,8.2
765.0,74.0,169.0,2687.0,170.0,3.0,0.0,0.1,2.5,1.15,1.5,46.0,4.0,13.28
68.0,93.0,99.0,2782.0,995.0,3.0,3.0,0.0,1.5,0.9,0.72,40.0,1.0,7.9
34.0,67.0,154.0,2398.0,803.0,4.0,2.0,0.192,3.3,1.0,0.3,45.0,3.0,15.56
979.0,41.0,171.0,1978.0,448.0,3.0,1.0,0.0,3.3,1.0,1.5,25.0,0.0,12.44
880.0,18.0,54.0,2682.0,917.0,2.0,3.0,0.171,1.7,1.15,1.1,3.0,5.0,15.65
468.0,25.0,75.0,149.0,151.0,5.0,1.0,0.1,2.5,1.0,1.1,25.0,6.0,8.79
824.0,97.0,51.0,2910.0,7.0,5.0,2.0,0.192,3.3,1.0,1.5,10.0,1.0,14.76
927.0,53.0,112.0,680.0,819.0,2.0,2.0,0.0,1.7,0.9,0.3,56.0,12.0,9.36
115.0,35.0,113.0,2163.0,260.0,0.0,1.0,0.05,1.9,0.9,1.5,0.0,0.0,7.81
509.0,51.0,59.0,209.0,663.0,2.0,0.0,0.05,1.7,1.15,0.72,54.0,3.0,6.97
186.0,26.0,64.0,1763.0,333.0,5.0,2.0,0.0,1.9,1.0,0.3,43.0,1.0,7.12
722.0,100.0,153.0,943.0,873.0,1.0,2.0,0.1,2.5,1.15,1.5,5.0,11.0,10.85
114.0,59.0,186.0,2843.0,344.0,2.0,1.0,0.192,1.7,1.15,0.72,44.0,5.0,15.16
308.0,19.0,110.0,2577.0,253.0,3.0,3.0,0.171,2.5,0.9,1.1,2.0,1.0,14.32
654.0,10.0,68.0,1967.0,446.0,0.0,3.0,0.1,3.3,1.15,1.1,24.0,11.0,13.91
488.0,13.0,170.0,2817.0,368.0,6.0,2.0,0.05,1.9,0.9,1.5,3.0,6.0,12.54
369.0,54.0,51.0,1158.0,188.0,1.0,3.0,0.192,1.7,0.9,1.1,20.0,5.0,9.6
244.0,34.0,139.0,2993.0,772.0,0.0,1.0,0.1,1.7,1.0,0.72,58.0,3.0,11.83
522.0,12.0,182.0,2381.0,351.0,0.0,3.0,0.171,1.9,1.15,1.1,32.0,12.0,16.56
801.0,46.0,3.0,1331.0,562.0,0.0,0.0,0.0,2.5,1.15,0.3,30.0,1.0,6.14
724.0,84.0,174.0,1887.0,927.0,4.0,2.0,0.1,2.5,1.0,1.5,32.0,11.0,13.53
44.0,3.0,19.0,2127.0,216.0,1.0,4.0,0.1,2.5,1.0,0.72,25.0,0.0,9.54
188.0,90.0,68.0,2112.0,309.0,1.0,3.0,0.192,1.5,1.0,1.5,43.0,9.0,12.5
83.0,20.0,55.0,582.0,973.0,1.0,3.0,0.05,1.9,1.0,0.3,18.0,7.0,7.15
299.0,70.0,7.0,2186.0,617.0,0.0,4.0,0.0,1.5,1.15,1.1,60.0,12.0,7.69
313.0,76.0,42.0,720.0,486.0,6.0,2.0,0.1,1.5,0.9,1.5,31.0,7.0,8.1
431.0,29.0,120.0,2695.0,618.0,6.0,4.0,0.192,1.5,1.0,0.72,0.0,2.0,15.88
762.0,35.0,29.0,824.0,174.0,0.0,3.0,0.05,3.3,1.0,1.1,56.0,10.0,10.8
32.0,96.0,13.0,1210.0,746.0,0.0,1.0,0.0,1.7,1.0,1.5,20.0,2.0,5.12
122.0,20.0,26.0,1261.0,498.0,5.0,2.0,0.1,1.5,1.0,0.72,50.0,3.0,8.07
138.0,74.0,86.0,2069.0,210.0,6.0,4.0,0.0,1.7,1.0,1.1,39.0,0.0,8.86
325.0,17.0,140.0,1551.0,728.0,6.0,1.0,0.0,1.5,1.15,0.3,4.0,12.0,8.27
863.0,71.0,167.0,266.0,301.0,0.0,4.0,0.0,1.5,1.0,1.5,44.0,3.0,10.85
470.0,55.0,154.0,855.0,796.0,6.0,2.0,0.1,1.5,1.0,1.5,60.0,5.0,11.94
150.0,57.0,166.0,155.0,290.0,3.0,0.0,0.171,3.3,0.9,1.1,56.0,8.0,9.82
763.0,26.0,166.0,184.0,366.0,2.0,2.0,0.1,1.7,1.0,0.72,19.0,9.0,10.57
305.0,77.0,50.0,1095.0,40.0,1.0,4.0,0.171,3.3,0.9,1.1,35.0,1.0,10.87
452.0,70.0,194.0,293.0,237.0,3.0,0.0,0.171,1.9,0.9,0.3,2.0,3.0,7.65
763.0,17.0,198.0,134.0,335.0,5.0,0.0,0.05,1.5,1.15,1.1,20.0,9.0,10.97
845.0,36.0,112.0,918.0,595.0,1.0,4.0,0.0,3.3,0.9,0.72,11.0,6.0,11.5
124.0,39.0,111.0,1789.0,221.0,5.0,3.0,0.192,2.5,1.0,1.5,23.0,10.0,13.97
203.0,24.0,105.0,2239.0,297.0,6.0,1.0,0.1,1.9,1.15,1.1,41.0,11.0,11.42
975.0,50.0,83.0,1612.0,919.0,3.0,1.0,0.0,1.5,1.0,0.3,59.0,6.0,8.56
137.0,6.0,170.0,2289.0,123.0,0.0,0.0,0.171,2.5,1.15,1.5,5.0,1.0,13.1
901.0,93.0,145.0,205.0,55.0,4.0,4.0,0.0,2.5,0.9,1.5,3.0,10.0,10.11
892.0,72.0,176.0,1405.0,322.0,6.0,3.0,0.1,1.5,1.15,0.3,35.0,2.0,11.85
665.0,41.0,87.0,2269.0,380.0,6.0,2.0,0.192,1.5,0.9,0.3,42.0,7.0,13.6
338.0,48.0,168.0,174.0,49.0,3.0,2.0,0.1,3.3,1.0,1.5,35.0,4.0,11.44
657.0,62.0,144.0,1925.0,285.0,5.0,3.0,0.0,2.5,1.15,1.1,1.0,7.0,10.74
778.0,10.0,21.0,2533.0,527.0,6.0,4.0,0.05,1.9,1.15,0.72,5.0,5.0,11.7
592.0,18.0,44.0,2202.0,900.0,5.0,1.0,0.0,1.9,1.15,1.1,18.0,4.0,8.71
727.0,45.0,168.0,107.0,724.0,2.0,2.0,0.171,1.7,1.0,0.72,3.0,10.0,9.91
143.0,37.0,38.0,1120.0,919.0,6.0,1.0,0.0,1.9,1.15,0.3,57.0,1.0,7.02
226.0,34.0,7.0,2567.0,383.0,5.0,3.0,0.171,3.3,1.15,1.1,6.0,12.0,14.15
609.0,91.0,192.0,1206.0,192.0,0.0,4.0,0.0,3.3,1.15,1.5,39.0,6.0,12.67
992.0,55.0,129.0,2240.0,820.0,4.0,2.0,0.05,1.5,0.9,1.1,41.0,10.0,11.65
951.0,50.0,166.0,831.0,845.0,0.0,2.0,0.192,3.3,1.0,1.5,3.0,6.0,13.98
781.0,64.0,176.0,2048.0,420.0,6.0,0.0,0.1,1.7,0.9,1.1,14.0,4.0,11.26
837.0,36.0,29.0,680.0,915.0,3.0,4.0,0.0,1.7,1.0,0.3,24.0,7.0,9.05
808.0,37.0,155.0,875.0,913.0,3.0,0.0,0.192,3.3,1.15,0.3,55.0,12.0,13.77
829.0,25.0,126.0,1861.0,617.0,4.0,2.0,0.1,2.5,1.0,0.3,2.0,12.0,12.66
910.0,59.0,35.0,430.0,377.0,2.0,0.0,0.192,3.3,1.0,0.72,30.0,0.0,8.47
437.0,52.0,68.0,749.0,137.0,3.0,4.0,0.171,1.7,0.9,1.5,27.0,2.0,10.3
616.0,32.0,188.0,1650.0,543.0,1.0,2.0,0.05,1.5,1.0,1.5,57.0,4.0,12.39
285.0,55.0,139.0,75.0,238.0,1.0,1.0,0.171,1.9,1.15,0.3,49.0,8.0,7.93
615.0,68.0,23.0,744.0,517.0,4.0,3.0,0.192,1.7,1.0,0.72,2.0,9.0,8.46
100.0,46.0,131.0,2987.0,377.0,0.0,3.0,0.0,1.9,1.0,1.5,29.0,10.0,9.04
370.0,55.0,31.0,785.0,697.0,5.0,4.0,0.192,3.3,0.9,0.3,56.0,4.0,11.3
26.0,28.0,168.0,230.0,722.0,1.0,1.0,0.05,1.5,1.0,0.72,52.0,4.0,8.13
204.0,16.0,40.0,261.0,402.0,5.0,3.0,0.1,2.5,1.15,1.5,39.0,11.0,10.07
124.0,82.0,59.0,2740.0,496.0,0.0,1.0,0.192,1.9,1.15,1.5,34.0,12.0,13.16
436.0,41.0,168.0,1567.0,457.0,4.0,3.0,0.192,1.9,0.9,0.3,8.0,6.0,12.99
614.0,81.0,46.0,1998.0,51.0,2.0,1.0,0.192,3.3,1.15,1.5,32.0,6.0,12.97
311.0,78.0,17.0,405.0,494.0,2.0,0.0,0.05,1.7,1.15,1.1,50.0,11.0,5.84
903.0,35.0,176.0,2879.0,351.0,1.0,2.0,0.171,3.3,1.15,1.1,9.0,5.0,18.56
714.0,56.0,69.0,179.0,288.0,4.0,1.0,0.05,3.3,0.9,1.1,30.0,10.0,9.06
888.0,54.0,126.0,1563.0,185.0,3.0,1.0,0.192,1.9,1.0,0.3,15.0,10.0,11.64
378.0,20.0,143.0,2479.0,760.0,6.0,2.0,0.192,1.7,1.15,0.72,17.0,10.0,15.68
882.0,34.0,146.0,2397.0,4.0,4.0,0.0,0.171,3.3,0.9,1.5,10.0,5.0,15.54
234.0,82.0,79.0,201.0,453.0,6.0,4.0,0.192,1.7,1.0,0.72,34.0,6.0,9.05
106.0,77.0,45.0,2522.0,690.0,2.0,4.0,0.05,1.7,1.0,0.3,11.0,6.0,8.1
563.0,81.0,78.0,1822.0,70.0,5.0,2.0,0.171,1.7,1.0,0.72,37.0,7.0,11.0
447.0,28.0,80.0,1416.0,309.0,4.0,1.0,0.1,1.9,0.9,0.72,47.0,10.0,9.62
695.0,75.0,13.0,1963.0,801.0,4.0,4.0,0.05,1.7,0.9,0.3,35.0,8.0,8.52
285.0,79.0,148.0,716.0,743.0,4.0,0.0,0.05,1.7,1.0,1.1,10.0,12.0,7.98
389.0,38.0,12.0,705.0,987.0,3.0,4.0,0.171,1.5,0.9,1.5,49.0,7.0,10.34
32.0,95.0,79.0,2613.0,852.0,4.0,3.0,0.171,1.9,0.9,0.72,44.0,10.0,13.51
560.0,71.0,4.0,1523.0,893.0,2.0,1.0,0.1,1.7,0.9,1.1,39.0,10.0,7.85
972.0,7.0,49.0,749.0,828.0,0.0,0.0,0.05,3.3,1.15,0.3,20.0,6.0,10.49
526.0,100.0,81.0,1268.0,557.0,3.0,2.0,0.0,3.3,1.15,0.72,21.0,8.0,8.77
410.0,43.0,33.0,2223.0,843.0,5.0,1.0,0.05,1.5,0.9,0.72,31.0,11.0,7.92
899.0,0.0,142.0,593.0,555.0,0.0,1.0,0.05,1.9,0.9,1.1,28.0,10.0,11.49
181.0,5.0,106.0,2120.0,93.0,4.0,4.0,0.05,1.5,0.9,1.5,32.0,2.0,10.64
213.0,77.0,173.0,1421.0,783.0,1.0,1.0,0.05,2.5,0.9,1.5,30.0,12.0,10.38
32.0,95.0,45.0,2172.0,533.0,5.0,0.0,0.0,1.5,1.0,1.5,24.0,10.0,5.75
907.0,87.0,102.0,1577.0,674.0,3.0,2.0,0.192,1.9,1.0,1.5,56.0,7.0,12.96
100.0,59.0,63.0,217.0,591.0,6.0,2.0,0.0,1.9,0.9,1.1,3.0,10.0,7.05
817.0,100.0,57.0,898.0,800.0,1.0,4.0,0.0,1.5,0.9,0.3,45.0,7.0,7.0
355.0,66.0,130.0,1542.0,101.0,1.0,2.0,0.1,1.5,1.0,0.3,48.0,1.0,9.07
92.0,64.0,44.0,943.0,216.0,5.0,3.0,0.05,1.7,1.15,1.1,32.0,7.0,8.11
935.0,45.0,77.0,2508.0,710.0,0.0,2.0,0.1,2.5,0.9,1.5,49.0,11.0,13.4
81.0,58.0,106.0,2551.0,353.0,3.0,3.0,0.192,2.5,1.15,0.72,60.0,0.0,15.4
492.0,61.0,12.0,1788.0,608.0,0.0,1.0,0.1,1.7,1.0,0.72,34.0,9.0,7.58
798.0,18.0,181.0,65.0,45.0,1.0,4.0,0.0,1.7,1.15,0.72,2.0,5.0,11.62
28.0,48.0,112.0,847.0,767.0,4.0,1.0,0.1,1.9,0.9,1.5,45.0,3.0,9.24
675.0,68.0,122.0,2636.0,956.0,6.0,4.0,0.0,3.3,1.15,0.3,28.0,3.0,12.06
220.0,83.0,163.0,2209.0,129.0,1.0,4.0,0.1,1.9,1.0,0.72,12.0,10.0,11.66
759.0,69.0,70.0,2860.0,650.0,3.0,1.0,0.192,1.9,1.0,1.1,2.0,2.0,13.6
787.0,38.0,87.0,1315.0,759.0,1.0,3.0,0.1,1.7,1.0,1.1,54.0,3.0,11.83
587.0,6.0,15.0,2157.0,376.0,4.0,1.0,0.192,1.7,1.0,0.72,49.0,5.0,12.6
321.0,54.0,152.0,2819.0,463.0,4.0,4.0,0.05,1.9,0.9,1.1,0.0,5.0,11.53
980.0,41.0,137.0,644.0,318.0,3.0,0.0,0.1,1.9,1.0,1.5,7.0,10.0,10.29
410.0,65.0,111.0,2793.0,224.0,0.0,3.0,0.05,2.5,1.15,0.72,1.0,0.0,10.01
433.0,25.0,185.0,2643.0,217.0,0.0,1.0,0.0,1.5,1.0,0.72,32.0,6.0,8.68
0.0,12.0,32.0,280.0,314.0,3.0,1.0,0.0,1.7,1.0,1.1,20.0,2.0,5.16
409.0,2.0,99.0,1194.0,108.0,4.0,0.0,0.171,1.5,0.9,1.5,59.0,7.0,10.89
618.0,65.0,122.0,2961.0,733.0,0.0,1.0,0.1,3.3,1.0,0.3,52.0,8.0,12.82
563.0,42.0,24.0,1312.0,932.0,2.0,0.0,0.05,1.9,1.15,0.72,23.0,8.0,7.22
649.0,30.0,194.0,172.0,407.0,6.0,1.0,0.1,1.9,1.0,1.1,53.0,1.0,11.76
517.0,53.0,30.0,354.0,456.0,2.0,0.0,0.192,3.3,0.9,0.72,52.0,11.0,8.05
34.0,28.0,142.0,2999.0,555.0,0.0,4.0,0.192,1.5,0.9,1.1,36.0,0.0,15.78
169.0,59.0,51.0,1235.0,588.0,3.0,1.0,0.192,1.7,1.15,1.1,36.0,7.0,9.57
207.0,92.0,113.0,2646.0,925.0,4.0,3.0,0.192,1.9,1.15,0.72,43.0,1.0,15.29
915.0,24.0,131.0,467.0,987.0,5.0,1.0,0.0,1.5,1.15,1.5,10.0,8.0,11.2
283.0,75.0,84.0,973.0,539.0,5.0,0.0,0.0,3.3,1.0,1.5,56.0,1.0,9.05
93.0,78.0,37.0,1406.0,914.0,5.0,2.0,0.0,1.5,1.0,1.1,9.0,6.0,6.42
11.0,32.0,49.0,2742.0,146.0,5.0,3.0,0.192,3.3,1.15,0.3,45.0,7.0,15.09
113.0,25.0,186.0,1015.0,320.0,5.0,1.0,0.1,1.5,1.0,1.5,11.0,3.0,10.05
469.0,20.0,130.0,384.0,261.0,6.0,4.0,0.05,1.9,1.0,1.5,11.0,8.0,11.6
680.0,71.0,43.0,1836.0,875.0,1.0,3.0,0.192,3.3,0.9,1.1,6.0,9.0,12.94
606.0,19.0,13.0,724.0,497.0,0.0,4.0,0.192,1.9,1.15,0.3,12.0,7.0,9.66
605.0,79.0,186.0,420.0,309.0,6.0,2.0,0.171,3.3,1.0,0.3,28.0,10.0,11.68
655.0,13.0,42.0,2938.0,753.0,0.0,3.0,0.171,3.3,1.0,1.1,28.0,3.0,16.68
281.0,75.0,14.0,1190.0,775.0,4.0,2.0,0.0,1.9,0.9,0.72,4.0,9.0,5.7
751.0,26.0,58.0,2668.0,489.0,5.0,2.0,0.05,2.5,1.0,0.72,53.0,9.0,11.87
770.0,95.0,50.0,1747.0,326.0,3.0,1.0,0.0,1.7,1.0,0.72,45.0,7.0,5.9
474.0,11.0,114.0,942.0,415.0,0.0,1.0,0.0,1.7,1.15,1.5,0.0,7.0,8.5
641.0,38.0,94.0,1134.0,64.0,2.0,1.0,0.192,1.7,0.9,0.3,60.0,1.0,10.09
706.0,72.0,124.0,14.0,301.0,1.0,2.0,0.171,2.5,1.15,0.72,14.0,12.0,8.96
673.0,77.0,89.0,1167.0,750.0,1.0,4.0,0.1,1.5,1.0,0.72,39.0,8.0,10.1
919.0,79.0,49.0,2660.0,488.0,0.0,4.0,0.05,2.5,0.9,1.5,37.0,7.0,10.79
865.0,50.0,92.0,593.0,151.0,5.0,1.0,0.192,1.9,0.9,0.3,36.0,10.0,9.35
442.0,14.0,49.0,2649.0,319.0,2.0,0.0,0.0,1.9,1.15,0.72,39.0,2.0,6.83
143.0,73.0,13.0,950.0,16.0,3.0,4.0,0.1,1.5,1.15,1.1,44.0,1.0,8.13
869.0,1.0,182.0,1012.0,7.0,4.0,0.0,0.192,2.5,1.15,0.72,14.0,2.0,13.97
225.0,11.0,50.0,907.0,781.0,5.0,3.0,0.192,1.9,0.9,1.5,12.0,6.0,10.67
454.0,75.0,109.0,2758.0,391.0,6.0,0.0,0.192,3.3,0.9,1.5,23.0,12.0,15.32
129.0,47.0,181.0,795.0,83.0,2.0,1.0,0.0,2.5,0.9,0.3,10.0,12.0,7.72
954.0,22.0,39.0,2879.0,706.0,5.0,1.0,0.0,2.5,0.9,1.1,35.0,4.0,9.94
711.0,65.0,88.0,70.0,938.0,1.0,1.0,0.0,2.5,0.9,0.72,43.0,7.0,8.24
657.0,0.0,90.0,1897.0,151.0,1.0,3.0,0.1,2.5,1.15,0.72,60.0,3.0,13.7
651.0,16.0,184.0,2408.0,331.0,5.0,2.0,0.05,1.5,0.9,1.1,11.0,3.0,12.23
542.0,25.0,25.0,2067.0,733.0,6.0,0.0,0.192,1.9,0.9,1.5,32.0,1.0,12.34
692.0,4.0,55.0,1518.0,761.0,3.0,4.0,0.192,1.9,0.9,0.3,47.0,0.0,13.79
376.0,1.0,60.0,519.0,466.0,6.0,0.0,0.1,1.5,0.9,1.5,24.0,8.0,8.12
33.0,74.0,13.0,443.0,859.0,2.0,0.0,0.192,1.7,0.9,0.3,36.0,3.0,4.94
354.0,81.0,24.0,558.0,483.0,2.0,0.0,0.05,1.5,1.15,0.3,47.0,11.0,4.96
466.0,31.0,156.0,361.0,965.0,6.0,0.0,0.171,1.5,1.15,0.3,36.0,0.0,9.54
691.0,23.0,19.0,565.0,541.0,0.0,4.0,0.0,2.5,0.9,1.5,40.0,8.0,10.16
